GEOID,NAME,inc_n,fem_n,sexf_n,inc_pct,gi_z,gi,lisa,lisa_sig,streetlight_n,poor_pave_ft,street_ft,sidewalk_n,dist_subway_km,vacant_n,aband_n,poverty_rate,renter_share,vacancy_rate,female_pop,total_pop
36047099800,Census Tract 998; Kings County; New York,73,27,0,2.1804062126642774,-1.7084172793770822,Cold 95%,Low-Low,p <= 0.05,74,41079.815406535745,130183.76520083362,15,1.9769197955689217,0,0,0.07616487455197132,0.5812917594654788,0.1654275092936803,1898,3348
36047107800,Census Tract 1078; Kings County; New York,209,87,0,5.624327233584499,2.0980670412027966,Hot 95%,High-High,p <= 0.05,123,28270.523479302643,178149.77517736098,10,1.0708581555103427,0,4,0.07404393816110659,0.39913633559531153,0.13361838588989844,2108,3716
36047087600,Census Tract 876; Kings County; New York,59,29,0,3.2814238042269186,-0.2706305263676739,Not significant,Not significant,Not significant,36,1664.021564365581,30754.627480127314,21,0.9472180591122511,1,2,0.21245828698553948,0.5608391608391609,0.13751507840772015,982,1798
36047088800,Census Tract 888; Kings County; New York,166,70,0,4.3880518107322235,-0.28877203153161435,Not significant,Not significant,Not significant,55,11747.361459169646,87949.79257022789,9,0.8492709339169882,9,0,0.17287866772402855,0.7418918918918919,0.0773067331670823,2440,3783
36047089800,Census Tract 898; Kings County; New York,154,84,0,6.649395509499136,0.8500170504183452,Not significant,Not significant,Not significant,43,1581.222006166233,65301.86308311677,7,0.26640946804398313,6,4,0.25172711571675305,0.6473755047106325,0.13704994192799072,1466,2316
36047113400,Census Tract 1134; Kings County; New York,172,86,0,6.577437858508604,1.902332457888143,Hot 95%,High-High,p <= 0.05,55,2717.2926454455524,57954.67505480516,24,0.2667839669043282,10,1,0.2688336520076482,0.9468779123951537,0.03507194244604316,1671,2615
36047116800,Census Tract 1168; Kings County; New York,172,55,0,6.463735437805337,0.1234183166891984,Not significant,Not significant,Not significant,33,7398.252486312144,68330.0545889432,11,0.2085569844244795,10,1,0.12340425531914893,0.8249336870026526,0.0893719806763285,1681,2661
36047061002,Census Tract 610.02; Kings County; New York,71,21,0,1.5119250425894377,-0.7648998844216701,Not significant,Not significant,Not significant,38,8915.838047943853,44500.301009311595,9,0.447414426173895,0,1,0.13798977853492334,0.5566112430720507,0.04245640636846096,2600,4696
36081004300,Census Tract 43; Queens County; New York,84,45,0,4.131824889326119,-0.10893829454326208,Not significant,Not significant,Not significant,29,7546.730386051464,63346.18378805931,19,0.8133513635557182,5,1,0.31037875061485487,1,0.12423979148566464,1322,2033
36081005400,Census Tract 54; Queens County; New York,201,75,0,3.763340198464707,-0.6425356798118931,Not significant,Not significant,Not significant,67,9505.89590911548,166750.1135217213,46,0.25666207384467127,21,2,0.11592550361079437,0.3181818181818182,0.06709608158883522,2685,5341
