GEOID,NAME,inc_n,fem_n,sexf_n,inc_pct,gi_z,gi,lisa,lisa_sig,streetlight_n,poor_pave_ft,street_ft,sidewalk_n,dist_subway_km,vacant_n,aband_n,poverty_rate,renter_share,vacancy_rate,female_pop,total_pop
36081044000,Census Tract 440; Queens County; New York,153,56,0,4.0010460251046025,1.0817492093948562,Not significant,Not significant,Not significant,77,16363.344777605134,131202.46431705996,20,1.108962393224908,28,10,0.057838262235017014,0.4604185623293904,0.09991809991809991,1816,3824
36081045400,Census Tract 454; Queens County; New York,149,42,0,3.01010101010101,0.13025153362082062,Not significant,Not significant,Not significant,20,3202.3199298832305,73266.33870707647,27,0.3157379593916461,3,2,0.1752786220871327,0.531392694063927,0.06758914316125599,2471,4950
36081046000,Census Tract 460; Queens County; New York,586,308,161,9.72291355566617,2.6608195372981926,Hot 95%,Not significant,Not significant,27,10054.874528149916,89553.58809456031,33,0.246102860150145,8,1,0.22304457527333893,0.8059861036878675,0.02348643006263048,2978,6027
36081046500,Census Tract 465; Queens County; New York,387,106,0,9.332047263081746,2.4938113441095977,Hot 95%,High-High,p <= 0.05,40,4886.138291928005,54236.51239099464,7,0.2507542558541485,1,2,0.2959980478282089,0.8099089989888777,0.044444444444444446,1709,4147
36081047500,Census Tract 475; Queens County; New York,106,31,0,2.1174590491410306,0.0948271051578446,Not significant,Not significant,Not significant,47,7159.335709673648,105218.94539765114,24,0.3950458369244804,9,3,0.11497975708502024,0.7540983606557377,0.07720396452790819,2332,5006
36081050201,Census Tract 502.01; Queens County; New York,42,18,0,3.0927835051546393,-1.3998768544599922,Not significant,Not significant,Not significant,18,4969.187147098992,77059.02449008399,7,1.6542458297868354,8,0,0.07069219440353461,0.39863325740318906,0.12896825396825398,778,1358
36081050500,Census Tract 505; Queens County; New York,24,5,0,1.3722126929674099,-1.3115572389514354,Not significant,Not significant,Not significant,21,2118.572006395217,35666.89947673821,8,0.6464392614789781,11,0,0.032590051457975985,0.5392156862745098,0.11046511627906977,963,1749
36081059200,Census Tract 592; Queens County; New York,19,10,0,1.532258064516129,-1.8229434180443063,Cold 99%,Low-Low,p <= 0.01,29,12235.388900110665,86136.55479266986,13,4.741143077947687,3,0,0.22338709677419355,0.06531531531531531,0.053304904051172705,648,1240
36081060300,Census Tract 603; Queens County; New York,51,15,0,2.6507276507276507,-0.8393620152074099,Not significant,Not significant,Not significant,26,6122.391605889378,54589.64948326409,6,0.8418520051407341,9,1,0.09147609147609148,0.458005249343832,0.035443037974683546,1008,1924
36081061400,Census Tract 614; Queens County; New York,29,20,0,2.137067059690494,-1.787208469322376,Cold 99%,Low-Low,p <= 0.01,61,18418.804423580375,102216.2353246827,17,5.453026466088034,0,3,0.06632277081798084,0.11694510739856802,0.03456221198156682,692,1357
36047036200,Census Tract 362; Kings County; New York,262,101,0,8.478964401294498,-0.87482626814051,Not significant,Not significant,Not significant,78,13123.76079745821,77183.47092004151,34,0.22757458582589005,5,6,0.3791423001949318,0.7923133776792314,0.1326923076923077,1582,3090
36047036700,Census Tract 367; Kings County; New York,413,209,0,19.751315160210424,2.4326507326486024,Hot 95%,High-High,p <= 0.05,54,16617.39461753145,80198.65816236363,20,0.10485829954229392,6,4,0.28407460545193686,0.6822695035460993,0.06622516556291391,1147,2091
36047037700,Census Tract 377; Kings County; New York,183,65,0,3.595284872298625,0.1595661764263755,Not significant,Not significant,Not significant,55,0,73145.50836667117,18,0.3979187400605816,7,10,0.19839518555667002,0.6349372384937239,0.026476578411405296,2740,5090
36047038500,Census Tract 385; Kings County; New York,154,66,0,4.02825006539367,0.09069487537776628,Not significant,Not significant,Not significant,65,0,63927.63652493315,23,0.4519629348920538,9,15,0.12947946638765367,0.6938255887969447,0.11041902604756512,2030,3823
36047039200,Census Tract 392; Kings County; New York,55,17,0,1.7793594306049823,-1.2080301586040623,Not significant,Not significant,Not significant,22,8563.162409069251,70396.157594292,32,0.670370650118004,1,0,0.16531866709802653,0.6756007393715342,0.09228187919463088,1393,3091
36047039500,Census Tract 395; Kings County; New York,141,52,0,3.4533431300514326,0.492229398367097,Not significant,Not significant,Not significant,53,10020.722704087751,74389.4318598321,34,0.348668432467968,7,22,0.2713690913543963,0.8111281265952016,0.03734643734643735,2460,4083
36047033100,Census Tract 331; Kings County; New York,143,91,64,3.741496598639456,-0.5253248324901141,Not significant,Not significant,Not significant,70,1059.7441776468918,24251.840592350425,29,0.5821899170361581,3,0,0.2967032967032967,0.8209982788296041,0.029510022271714922,1856,3822
36047034100,Census Tract 341; Kings County; New York,129,63,0,5.031201248049922,0.020238384134894108,Not significant,Not significant,Not significant,85,1847.7904908584997,32433.41675875829,33,0.5061849336933993,1,1,0.19620526088831391,0.9122657580919932,0.07046714172604909,1286,2564
36047035500,Census Tract 355; Kings County; New York,197,76,0,3.904082441537852,-0.6521025093359308,Not significant,Not significant,Not significant,76,12219.94443348876,67070.67764371433,11,0.5009512842830861,3,0,0.11454617518826793,0.9134429400386848,0.056138749429484255,2923,5046
36047040300,Census Tract 403; Kings County; New York,143,56,0,3.591160220994475,0.5088420603157513,Not significant,Not significant,Not significant,69,4388.500950333084,74875.47244884881,15,0.26226342693323984,12,3,0.1304785894206549,0.6400268636668905,0.10677864427114576,2052,3982
36047040900,Census Tract 409; Kings County; New York,114,55,0,2.9298380878951424,-0.6487351965840948,Not significant,Not significant,Not significant,48,3095.418131829279,72208.06069718531,21,0.26202073105587714,4,9,0.2007196093549216,0.867737003058104,0.05010893246187364,2060,3891
36047041402,Census Tract 414.02; Kings County; New York,40,12,0,1.9398642095053347,-1.8809919832532742,Cold 99%,Low-Low,p <= 0.01,30,8211.198027105773,64838.968816124965,11,0.38320738196574616,6,0,0.25520317145688803,0.7767123287671233,0.07711757269279393,1116,2062
36047042200,Census Tract 422; Kings County; New York,59,17,0,1.8653177363262725,-1.859334622738195,Cold 99%,Low-Low,p <= 0.01,65,25598.62252360373,102069.34013860943,27,0.34329660341511004,11,1,0.2933816266052025,0.6027397260273972,0.14476987447698744,1370,3163
36047044800,Census Tract 448; Kings County; New York,65,16,0,3.3960292580982236,-1.895626192997459,Cold 99%,Low-Low,p <= 0.01,24,21506.385661796456,87224.60667494709,30,0.33652189452296993,2,0,0.05590386624869383,0.4795783926218709,0.13157894736842105,867,1914
36047047600,Census Tract 476; Kings County; New York,47,12,0,1.2160413971539457,-1.6889088804481391,Cold 95%,Low-Low,p <= 0.05,69,3794.6260027296894,70596.33760933841,32,0.3134302724278691,7,0,0.22923673997412677,0.5280777537796977,0.14811407543698252,2262,3865
36081062000,Census Tract 620; Queens County; New York,26,6,0,1.6828478964401294,-1.6094141971948939,Cold 95%,Low-Low,p <= 0.05,24,7517.602998433487,87672.54050324314,7,5.23815751986778,3,6,0.01488673139158576,0.019083969465648856,0.024208566108007448,838,1545
36081062600,Census Tract 626; Queens County; New York,107,50,0,3.244390539721043,-0.8012584147972466,Not significant,Not significant,Not significant,82,27727.11117868813,185536.28321222824,29,4.546860275805447,16,3,0.030927835051546393,0.12593383137673425,0.03202479338842975,1726,3298
36081063200,Census Tract 632; Queens County; New York,45,18,0,1.8007202881152462,-1.778493729278943,Cold 99%,Low-Low,p <= 0.01,49,11038.604775020096,120447.0259810048,20,5.421476048104462,1,2,0.047850770478507706,0.15,0.0425531914893617,1282,2499
36081063500,Census Tract 635; Queens County; New York,83,25,0,3.1261770244821094,-1.1073540198933058,Not significant,Not significant,Not significant,49,4233.543861669209,87328.57254445823,21,1.4900244550467567,6,3,0.08710407239819004,0.37942122186495175,0.09152872444011685,1474,2655
36081063900,Census Tract 639; Queens County; New York,86,39,0,2.7626084163186637,-0.9457468921124893,Not significant,Not significant,Not significant,311,19945.963125013077,108486.42781676464,30,1.1992266518487362,7,1,0.055894635399935756,0.46153846153846156,0.03336510962821735,1719,3113
36081065000,Census Tract 650; Queens County; New York,60,24,0,2.0964360587002098,-1.277391154293325,Not significant,Not significant,Not significant,38,6853.499539426037,158698.7328549799,18,5.819348689921238,10,1,0.0576992426974396,0.13854748603351955,0.04584221748400853,1460,2862
36081066000,Census Tract 660; Queens County; New York,64,36,0,1.7957351290684624,-0.8453843074475424,Not significant,Not significant,Not significant,45,16504.695487925866,167928.32713356393,14,6.337162834907946,7,12,0.011315417256011316,0.43301642178046673,0.00856898029134533,2003,3564
36081054900,Census Tract 549; Queens County; New York,312,97,0,5.9012672593153015,0.9909411676560165,Not significant,Not significant,Not significant,95,4363.501274682369,74273.04959137982,43,0.0641817926631339,8,0,0.10005739429883298,0.9614147909967846,0.09382284382284382,2552,5287
36081055400,Census Tract 554; Queens County; New York,25,10,0,0.9619084263178146,-1.3275014117918869,Not significant,Not significant,Not significant,32,9426.809399578644,77914.48425769007,16,4.057907618388024,4,1,0.1592920353982301,0.4332909783989835,0,1336,2599
36081091900,Census Tract 919; Queens County; New York,95,34,0,1.8147086914995225,-0.5965256165898425,Not significant,Not significant,Not significant,42,17173.51481402836,152519.9064679298,21,2.461103213630133,26,1,0.14527742481999154,0.40208447613823367,0.05101509630400833,2408,5235
36081093800,Census Tract 938; Queens County; New York,171,68,0,3.4193161367726455,-0.8393620152074099,Not significant,Not significant,Not significant,254,66309.7062058968,228410.83528667258,31,0.30204926729511694,36,17,0.10956483322288492,0.8361220472440944,0.13678844519966016,2593,5001
36081069300,Census Tract 693; Queens County; New York,134,53,0,4.617505168849069,-1.2350776698079629,Cold 95%,Low-Low,p <= 0.05,69,7676.129240583543,65594.45151358975,30,0.17252718063182523,2,4,0.10130944176430048,0.7628205128205128,0.07280832095096583,1580,2902
36081070700,Census Tract 707; Queens County; New York,31,15,0,1.2380191693290734,-1.9379354576834582,Cold 99%,Low-Low,p <= 0.01,53,3747.294848287724,99086.4465039892,57,1.187996930667704,2,13,0.025179856115107913,0.1817258883248731,0.046466602129719266,1312,2504
36081072900,Census Tract 729; Queens County; New York,33,7,0,2.3470839260312943,-1.8518609319141879,Cold 99%,Low-Low,p <= 0.0001,43,1934.43646801371,83208.19809548062,30,1.179538000692161,2,0,0.11814946619217082,0.225,0.09262759924385633,672,1406
36081101002,Census Tract 1010.02; Queens County; New York,65,23,0,1.0634816753926701,-0.2853111291152204,Not significant,Not significant,Not significant,68,25940.381417967932,149597.7197292818,30,1.3352081277393717,62,0,0.14165705814528085,0.5106723585912487,0.02344971339239187,2714,6112
36047049600,Census Tract 496; Kings County; New York,159,49,0,3.7633136094674557,-1.594057398059641,Cold 99%,Low-Low,p <= 0.01,22,10057.816361927496,77158.06410286168,37,0.07424708300780658,9,1,0.2708029197080292,0.662557781201849,0.11880515953835709,1669,4225
36047042700,Census Tract 427; Kings County; New York,203,61,0,4.9536359199609565,1.1704984882470337,Not significant,Not significant,Not significant,44,9654.883073771083,64836.56414510079,12,0.48673207341647384,8,11,0.1173743289409468,0.9048637092463923,0.009004237288135594,1902,4098
36047043400,Census Tract 434; Kings County; New York,70,26,0,1.7094017094017093,-0.9645118442598547,Not significant,Not significant,Not significant,17,22717.81323981539,78049.4557941721,14,0.351236157928775,3,0,0.3103785103785104,0.731437598736177,0.09571428571428571,2028,4095
36047043700,Census Tract 437; Kings County; New York,164,58,0,3.2578466428287642,0.45498407238294775,Not significant,Not significant,Not significant,45,344.7064309119595,80275.51549796267,18,0.4506063200953884,4,2,0.19348430671434247,0.8402603905858789,0.08183908045977012,2237,5034
36047050700,Census Tract 507; Kings County; New York,211,65,0,4.829480430304417,-0.19500335367419117,Not significant,Not significant,Not significant,50,21017.9392299228,94078.65885298853,24,0.27533523632229084,22,0,0.3648432135500114,0.7349112426035503,0.056919642857142856,2023,4369
36047051500,Census Tract 515; Kings County; New York,149,53,0,5.1539259771705295,-0.13624392671243996,Not significant,Not significant,Not significant,50,24044.109596880473,80590.27130489067,10,0.5612132741421693,6,1,0.040995607613469986,0.7775157232704403,0.024539877300613498,1280,2891
36047052500,Census Tract 525; Kings County; New York,192,85,0,5.781391147244806,0.3432702124716169,Not significant,Not significant,Not significant,60,19182.20441207795,70177.04029462194,26,0.1960555156756616,8,1,0.20133010882708585,0.9146685472496474,0.018005540166204988,1702,3321
36047055300,Census Tract 553; Kings County; New York,384,123,0,10.651872399445216,1.337453191540719,Not significant,Not significant,Not significant,28,19100.942186418422,90381.09487632706,54,0.22065164852628466,5,3,0.20982514571190675,0.8526315789473684,0.025347012673506336,1675,3605
36047056200,Census Tract 562; Kings County; New York,17,3,0,0.955593029792018,-1.8832697222304815,Cold 99%,Low-Low,p <= 0.01,48,0,72449.57885907913,22,0.918870840118707,8,0,0.1017425519955031,0.11610486891385768,0.13452188006482982,813,1779
36047056800,Census Tract 568; Kings County; New York,25,3,0,1.8953752843062925,-1.8942744084160805,Cold 99%,Low-Low,p <= 0.001,12,12762.496034962049,72047.81278502734,9,1.577920682638406,2,1,0.14404852160727824,0.23669724770642203,0.10066006600660066,677,1319
36047057300,Census Tract 573; Kings County; New York,71,29,0,2.610294117647059,-0.4574051224986769,Not significant,Not significant,Not significant,40,9574.065788117945,89037.998854213,23,0.43141349899750236,3,1,0.07055781307720724,0.6455516014234876,0.08109875735775017,1327,2720
36047054200,Census Tract 542; Kings County; New York,56,19,0,1.3789706968726914,-1.4097339531908109,Not significant,Not significant,Not significant,36,3841.600472731252,70048.21714626756,25,0.5348360740127102,3,0,0.24328983009111058,0.8113924050632911,0.08723281340265743,1796,4061
36047119000,Census Tract 1190; Kings County; New York,165,47,0,9.243697478991596,0.7980921890885189,Not significant,Not significant,Not significant,61,15700.359589019032,74721.52252060146,10,0.39658784827493804,2,0,0.30846887268648343,0.7642956764295676,0.056578947368421055,1106,1785
36047063800,Census Tract 638; Kings County; New York,34,11,0,1.8065887353878853,-2.0885898649460852,Cold 99%,Low-Low,p <= 0.0001,45,13900.723252825883,73148.97238474846,23,1.6169612155079949,2,0,0.06588735387885228,0.375,0.10752688172043011,934,1882
36047065000,Census Tract 650; Kings County; New York,45,14,0,3.4992223950233283,-2.152747310640232,Cold 99%,Low-Low,p <= 0.0001,32,11018.78040463028,59924.12786520104,8,1.852848355260192,7,4,0.10730948678071539,0.2821869488536155,0.05342237061769616,632,1286
36047065800,Census Tract 658; Kings County; New York,42,13,0,2.3917995444191344,-1.8841871632100937,Cold 99%,Low-Low,p <= 0.0001,29,2682.9597349573023,67951.74385286702,48,2.2465889725142314,2,2,0.16400911161731208,0.19803600654664485,0.11959654178674352,956,1756
36081078800,Census Tract 788; Queens County; New York,87,34,0,3.9853412734768665,0.02920264229865072,Not significant,Not significant,Not significant,33,1818.5629129277663,59958.09147493742,9,3.4615848515026504,26,2,0.03664681630783326,0.3333333333333333,0.06738131699846861,1047,2183
36081081400,Census Tract 814; Queens County; New York,182,62,0,4.553415061295972,-0.4123761977982178,Not significant,Not significant,Not significant,59,11875.082934921942,150663.42052176018,19,2.4957957147281977,31,5,0.18213660245183888,0.15670910871694418,0.0743427017225748,1792,3997
36081084500,Census Tract 845; Queens County; New York,113,28,0,2.5336322869955157,-1.0063265627536533,Not significant,Not significant,Not significant,9,4197.42304214956,55286.20555476719,10,1.3452646096172751,6,1,0.24152637485970818,0.880129091747349,0.00641319285387082,2376,4460
36081085900,Census Tract 859; Queens County; New York,99,35,0,1.7722878625134264,-1.2424567377774567,Not significant,Not significant,Not significant,28,9274.448802456867,58896.29967819557,10,0.9314205142744305,1,1,0.21812320916905445,0.5031393888656341,0.04210104250200481,3046,5586
36081133900,Census Tract 1339; Queens County; New York,38,11,0,2.6592022393282013,-1.0653591065096042,Not significant,Not significant,Not significant,39,13719.456324543025,87007.20107480208,12,1.8527469509942227,1,0,0.06578026592022393,0.006211180124223602,0,732,1429
36081140300,Census Tract 1403; Queens County; New York,47,18,0,2.122854561878952,-1.649821986314776,Cold 99%,Low-Low,p <= 0.01,57,7331.544706073764,126724.57148232726,27,4.119441244692454,5,1,0.10659439927732611,0.11772151898734177,0.043583535108958835,1030,2214
36081094500,Census Tract 945; Queens County; New York,152,62,0,3.8403233956543708,-0.6851578061107219,Not significant,Not significant,Not significant,81,32495.56211943254,337094.42808970035,41,3.4336385706849972,96,0,0.1427488630621526,0.21818181818181817,0.04247910863509749,2149,3958
36081099200,Census Tract 992; Queens County; New York,136,58,0,3.119981647166781,-0.7064688692601363,Not significant,Not significant,Not significant,119,52237.37424065765,187503.98462137402,6,0.08451738982435812,101,14,0.42625645843118837,0.8283723875870804,0.0793002915451895,2300,4359
36081111300,Census Tract 1113; Queens County; New York,55,19,0,2.026529108327192,-1.4566182921195225,Cold 95%,Low-Low,p <= 0.05,49,27030.16780846756,209751.69613163863,37,5.695456746358703,16,0,0.10685335298452468,0.3697478991596639,0.04142692750287687,1324,2714
36081112900,Census Tract 1129; Queens County; New York,35,15,0,1.588021778584392,-1.43683288269784,Not significant,Not significant,Not significant,33,14658.916933298497,129453.69711593006,10,4.536388202703785,1,6,0.0603448275862069,0.3553113553113553,0.09502762430939227,1221,2204
36081117500,Census Tract 1175; Queens County; New York,98,45,0,2.195340501792115,-1.8332088354592468,Cold 99%,Low-Low,p <= 0.01,147,17206.014188055226,221179.89089069818,24,2.844826711366113,5,0,0.16689068100358423,0.5390851187029531,0.03411633109619687,2150,4464
36081119900,Census Tract 1199; Queens County; New York,29,10,0,1.7251635930993456,-1.8819759618002574,Cold 99%,Low-Low,p <= 0.001,16,6367.844319285137,69177.63984594293,6,1.8567398925933878,2,0,0.06678809957498483,0.06031128404669261,0.0603290676416819,853,1681
36081125700,Census Tract 1257; Queens County; New York,83,35,0,2.624920936116382,-1.0495769859657078,Not significant,Not significant,Not significant,35,11065.125152588169,130540.66586790657,24,1.8822691732157304,4,3,0.11240438975723312,0.3610842207163601,0.1048526863084922,1495,3162
36081145101,Census Tract 1451.01; Queens County; New York,18,2,0,1.6319129646418857,-1.5743941132909955,Cold 95%,Low-Low,p <= 0.05,18,9504.061181440287,97976.28307691298,33,3.859042623402581,6,2,0.09363636363636364,0.3608490566037736,0.03416856492027335,454,1103
36047067200,Census Tract 672; Kings County; New York,59,28,0,4.2476601871850255,-1.7739382513245283,Cold 99%,Low-Low,p <= 0.01,28,12824.286818480048,70210.57440936416,10,2.2928432594786687,7,2,0.02159827213822894,0.13870246085011187,0.17679558011049723,808,1389
36047068200,Census Tract 682; Kings County; New York,52,14,0,1.7887856897144823,-1.6114101362521493,Cold 95%,Low-Low,p <= 0.05,37,4903.492626706186,80196.99407409533,11,2.6812611398200126,5,5,0.043343653250773995,0.2045977011494253,0.039735099337748346,1362,2907
36047077400,Census Tract 774; Kings County; New York,138,38,0,4.748795595320027,-0.9175083958945627,Not significant,Not significant,Not significant,58,11266.533281978396,69927.65578414268,29,0.18675082994798897,2,1,0.09222298692360634,0.8868085106382979,0.06449044585987261,1389,2906
36047078200,Census Tract 782; Kings County; New York,97,49,0,2.373959862946647,-1.521709064056399,Cold 95%,Low-Low,p <= 0.05,20,1803.463238780978,60339.73568156155,20,0.6344493408967965,6,2,0.15467449828683308,0.735895846249225,0.10785398230088496,2379,4086
36047081000,Census Tract 810; Kings County; New York,120,54,0,5.7115659209900045,-0.12510141019121496,Not significant,Not significant,Not significant,57,1403.5192395880558,47071.94556672529,7,0.5505282254522335,2,5,0.22655878153260353,0.7293086660175268,0.21722560975609756,1441,2101
36047082600,Census Tract 826; Kings County; New York,201,86,0,4.87627365356623,0.06392525618132115,Not significant,Not significant,Not significant,88,2263.7372332114974,80929.15382618758,22,0.0038819766016889,4,8,0.1661807580174927,0.801218161683278,0.16311399443929564,2120,4122
36047083400,Census Tract 834; Kings County; New York,54,18,0,2.936378466557912,-1.6896619091678562,Cold 99%,Low-Low,p <= 0.01,28,529.6537432906196,52242.25813652631,14,0.8586720279451979,4,2,0.10594900849858357,0.23476702508960573,0.11287758346581876,1070,1839
36047084000,Census Tract 840; Kings County; New York,80,28,0,3.5938903863432166,-1.3958335811081075,Cold 95%,Low-Low,p <= 0.05,35,3413.0390367135033,55871.69618527106,9,1.4654910260520937,2,1,0.0862533692722372,0.4079110012360939,0.05820721769499418,1132,2226
36047086000,Census Tract 860; Kings County; New York,239,87,0,9.097830224590789,-0.8279419292117981,Not significant,Not significant,Not significant,22,6473.380848067,70331.68950058514,8,1.4105270123740032,8,1,0.11343738104301485,0.7061068702290076,0.19570222563315426,1345,2627
36047086800,Census Tract 868; Kings County; New York,174,73,0,5.894308943089431,-0.09752236409991498,Not significant,Not significant,Not significant,26,8093.187196472513,58135.09930194694,10,1.302781567664663,9,1,0.23001355013550134,0.8306389530408006,0.18095838587641866,1659,2952
36047072000,Census Tract 720; Kings County; New York,80,31,0,4.767580452920143,-1.875412030294471,Cold 99%,Low-Low,p <= 0.01,24,24388.89508801597,96632.63003890621,10,2.375745061547241,2,1,0.24195470798569726,0.6165540540540541,0.17663421418636996,894,1678
36047072400,Census Tract 724; Kings County; New York,88,26,0,5.548549810844893,-1.208021087253152,Not significant,Not significant,Not significant,58,11305.507800539302,68787.30257152465,6,1.7471420138573304,7,11,0.17402269861286254,0.4722662440570523,0.22860635696821516,925,1586
36047074000,Census Tract 740; Kings County; New York,123,69,35,3.742013994523882,-1.6668845193957826,Cold 99%,Low-Low,p <= 0.01,35,12793.560526270034,80507.32379067615,14,0.8134008201517572,2,1,0.15424399148159415,0.6956937799043063,0.0160075329566855,1507,3287
36047075600,Census Tract 756; Kings County; New York,35,11,0,2.0348837209302326,-1.9106025899569696,Cold 99%,Low-Low,p <= 0.01,43,3980.776192214248,59040.53219718146,29,0.9692801836205746,1,5,0.10348837209302325,0.36182336182336183,0.11475409836065574,750,1720
36047076600,Census Tract 766; Kings County; New York,45,23,0,2.116650987770461,-1.22478871857589,Not significant,Not significant,Not significant,36,6751.225895244809,47901.343404562525,15,0.5505682164496222,3,6,0.11429915333960489,0.8575342465753425,0.06290115532734275,1137,2126
36047094402,Census Tract 944.02; Kings County; New York,33,17,0,1.3918177983973008,-1.1218268751483131,Not significant,Not significant,Not significant,15,6828.954250511311,19241.766877005484,10,2.053126856474767,0,0,0.4314635175031632,0.9717514124293786,0.18993135011441648,1477,2371
36081157102,Census Tract 1571.02; Queens County; New York,62,15,0,3.369565217391304,-0.9494203082368151,Not significant,Not significant,Not significant,46,11699.644778750338,95866.36843761228,12,5.553112859266572,0,0,0.03641304347826087,0.37254901960784315,0.10656934306569343,900,1840
36081097202,Census Tract 972.02; Queens County; New York,74,32,0,2.1270480022995115,-0.5262028187205202,Not significant,Not significant,Not significant,62,26590.56770117969,82810.46409972597,5,0.4022727434011454,11,0,0.4535786145444093,1,0.01812688821752266,1897,3479
36047098600,Census Tract 986; Kings County; New York,75,41,0,3.2037590773173856,-1.7869397709354455,Cold 99%,Low-Low,p <= 0.01,42,5960.744826470309,74932.9018918171,10,0.6649214315644421,1,1,0.08586074327210594,0.56,0.17652027027027026,1415,2341
36047099000,Census Tract 990; Kings County; New York,45,14,0,3.0425963488843815,-1.8035488580282242,Cold 99%,Low-Low,p <= 0.01,19,6607.548331639507,59385.24310266975,15,0.8552604672765302,11,4,0.11983750846310089,0.43392070484581496,0.16236162361623616,747,1479
36047100600,Census Tract 1006; Kings County; New York,51,19,0,1.9101123595505618,-1.9219912848430065,Cold 99%,Low-Low,p <= 0.001,9,0.17014500988456743,57892.157458580485,6,1.6012660278098478,1,1,0.09299698795180723,0.3288135593220339,0.11322645290581163,1382,2670
36047101600,Census Tract 1016; Kings County; New York,10,3,0,0.5271481286241434,-1.9336294375867142,Cold 99%,Low-Low,p <= 0.001,4,3184.689851976878,39909.15075615493,6,1.2179448625014253,0,0,0.012664907651715039,0.1442125237191651,0.06060606060606061,971,1897
36047102200,Census Tract 1022; Kings County; New York,94,48,0,4.547653604257378,-2.0682458045077152,Cold 99%,Low-Low,p <= 0.0001,21,5574.0161090212405,64240.493996609956,18,1.512994150446514,7,8,0.062409288824383166,0.4590395480225989,0.1650943396226415,1167,2067
36047111800,Census Tract 1118; Kings County; New York,176,84,0,4.545454545454546,0.7498916139858838,Not significant,Not significant,Not significant,20,1334.4934325890952,59012.72216363024,13,0.7183724336491557,17,2,0.1771694214876033,0.7091795288383428,0.1281869688385269,1855,3872
36047114202,Census Tract 1142.02; Kings County; New York,74,26,0,3.1746031746031744,-0.6665657843976387,Not significant,Not significant,Not significant,61,10254.009122350633,39732.329512430806,20,0.4953781099612274,5,0,0.3590733590733591,0.8249475890985325,0.08445297504798464,1120,2331
36047116400,Census Tract 1164; Kings County; New York,470,275,163,11.941056910569106,0.6359095865608536,Not significant,Not significant,Not significant,33,571.8620911700503,73620.90963831746,11,0.40386026184585744,10,17,0.06411900487304437,0.5420928402832416,0.06818181818181818,2147,3936
36047117000,Census Tract 1170; Kings County; New York,224,95,0,11.475409836065573,0.7156304507631113,Not significant,Not significant,Not significant,22,5507.340528855871,68463.4720973243,9,0.291409195584953,4,0,0.33452868852459017,0.7868852459016393,0.08429561200923788,1164,1952
36047117400,Census Tract 1174; Kings County; New York,226,79,0,5.905408936503789,-0.22660504731046932,Not significant,Not significant,Not significant,44,7266.125444806814,90398.89213838476,26,0.16318645213161648,14,2,0.1408413901228116,0.8021390374331551,0.13081009296148738,2115,3827
36047118400,Census Tract 1184; Kings County; New York,290,123,0,6.009117281392458,-0.6696064635737714,Not significant,Not significant,Not significant,50,8605.101811760487,82909.70123757997,23,0.38986150495022237,3,3,0.1726067136344799,0.7353485502776064,0.09491903964265773,2079,4826
36047120000,Census Tract 1200; Kings County; New York,194,59,0,6.639288158795345,0.42635760065777667,Not significant,Not significant,Not significant,35,4313.95576929616,60516.95691371207,16,0.3055603638804446,12,4,0.19059583632447955,0.7333974975938402,0.01981132075471698,1373,2922
36061008601,Census Tract 86.01; New York County; New York,96,33,0,2.881152460984394,-0.15773374626186012,Not significant,Not significant,Not significant,62,6699.262626377331,31593.78796509536,26,1.1173290769865882,2,0,0.17195527349652462,0.7908640616400661,0.275518341307815,1410,3332
36061021500,Census Tract 215; New York County; New York,171,79,0,4.426611441884545,3.0265963262024647,Hot 95%,High-High,p <= 0.05,33,3710.5324558684456,28616.590731620003,23,0.36224202591414384,9,0,0.19414962464405902,0.9346512904997254,0.0803030303030303,2115,3863
36061025700,Census Tract 257; New York County; New York,551,284,49,12.40153049741166,2.8092014204287774,Hot 95%,High-High,p <= 0.05,75,3351.033440389612,63751.921705552624,58,0.33055046169402486,5,0,0.16025208192662616,0.7561946902654867,0.08130081300813008,2246,4443
36005018101,Census Tract 181.01; Bronx County; New York,181,75,0,6.282540784449844,1.2196922747103263,Not significant,Not significant,Not significant,24,2107.6856979872555,35450.62834893502,5,0.3103065196343619,0,5,0.2312239221140473,0.9169741697416974,0,1178,2881
36005000100,Census Tract 1; Bronx County; New York,5,5,0,0.1694915254237288,-0.10450749653139416,Not significant,Not significant,Not significant,0,2447.305438770496,4894.610877540992,2,2.6985859265721968,0,0,NA,NA,NA,444,2950
36005017901,Census Tract 179.01; Bronx County; New York,163,66,0,3.280998389694042,2.288636526781012,Hot 95%,Low-High,p <= 0.05,13,1110.3120367169151,26249.230429315412,3,0.2990848031105025,0,1,0.20169082125603865,0.8732227488151659,0.02484113229347198,2437,4968
36005020502,Census Tract 205.02; Bronx County; New York,141,63,0,6.048906048906049,-0.1159190277680617,Not significant,Not significant,Not significant,50,6606.146479064125,24008.20088611277,8,0.7241250870730273,11,2,0.2392055267702936,0.8778846153846154,0.013282732447817837,1115,2331
36005022403,Census Tract 224.03; Bronx County; New York,389,159,0,13.98274622573688,0.5074851812284086,Not significant,Not significant,Not significant,55,8804.435809577582,34376.72927809591,13,0.19991598288571372,1,0,0.14018691588785046,0.8232235701906413,0.08194112967382657,1589,2782
