term,estimate,std.error,statistic,p.value,conf.low,conf.high,pct_effect,pct_low,pct_high
soc_groupFIN (Financial Specialists),0.14320385241086958,0.17090884576547744,0.8378960829644542,0.402173559156336,-0.19194248847547662,0.4783501932972158,15.396501624128668,-17.46456654872025,61.341038996882546
soc_groupHLS (Healthcare Support),-0.7276022792850415,0.1343704876548295,-5.414896470079829,6.750400047012982e-8,-0.991098162478974,-0.46410639609110904,-51.693414037074746,-62.88311365866218,-37.130333995861285
soc_groupLGL (Legal),0.5255869947675382,0.24926777439165207,2.1085236390875406,0.035090411088291834,0.036781502494298124,1.0143924870407783,69.14514301694868,3.7466312269949897,175.76875574519514
soc_groupMED (Healthcare Practitioners),0.10677001984690125,0.12175486687571067,0.8769260940993332,0.38061566002488556,-0.13198706692491252,0.345527106618715,11.267833111886638,-12.364767106344443,41.273438508896334
soc_groupMGR (Management),-0.22088841973365533,0.1657912555787349,-1.3323285294063931,0.1828803465805726,-0.5459993430992715,0.10422250363196076,-19.819385895815056,-42.07373881013111,10.984737251583931
soc_groupOFF (Office/Admin Support),-0.6459953985726077,0.12824411240892453,-5.037232403408585,5.079159511824165e-7,-0.897477671602797,-0.3945131255424183,-47.58594464025126,-59.240354364645384,-32.59918832876517
soc_groupPRD (Production),-0.5093850368758505,0.13574661218404677,-3.752469609961393,1.7930560510320029e-4,-0.7755794527203631,-0.24319062103133782,-39.91350249796681,-53.95630977309451,-21.587797062535998
soc_groupPRS (Personal Care/Service),-1.0780826765648626,0.1485586537129949,-7.256949693739445,5.339990008924794e-13,-1.3694010631346998,-0.7867642899950253,-65.97527352976462,-74.5740800834987,-54.46843161717793
soc_groupPRT (Protective Service),-0.5619901263599643,0.17512717545736736,-3.209040086966823,0.0013495724334531669,-0.905408466010079,-0.2185717867098495,-42.99265839500702,-59.562332276350304,-19.633421514868477
soc_groupRPR (Installation/Maintenance/Repair),-0.5017589127614392,0.15166746776419607,-3.30828304947733,9.52734392036287e-4,-0.799173576262348,-0.20434424926053052,-39.453523712036464,-55.02995462780467,-18.481830281729795
soc_groupSAL (Sales),-0.7253637914673821,0.13831892881431312,-5.244139740563997,1.7091799695546712e-7,-0.9966024313388819,-0.45412515159588224,-51.58515921453714,-63.08685374582679,-36.49967433982366
soc_groupSCI (Life/Physical/Social Science),-0.3536795029247089,0.20666295948374,-1.711383132266312,0.08714125180480803,-0.7589384253491283,0.05157941949971051,-29.790004771876898,-53.18368465566666,5.293280636826769
soc_groupTRN (Transportation/Material Moving),-0.8194192169497145,0.12881119599527968,-6.36139747495041,2.391589405100639e-10,-1.0720135212974897,-0.5668249126019395,-55.93124759591023,-65.76814426785542,-43.267611500555326
cow_factorPrivate nonprofit employee,0.15115134003298575,0.06524237126488129,2.316766498558393,0.020601321600997157,0.02321330439627084,0.27908937566970066,16.317267935361322,2.3484830078997154,32.19254865655754
cow_factorLocal government employee,0.3383066925639165,0.09611814590830524,3.5196964045337933,4.4018587297550514e-4,0.14982232974660353,0.5267910553812294,40.257059542092136,16.162783768053444,69.3489266809745
cow_factorState government employee,0.07994495020813945,0.15316629109459637,0.5219487240750968,0.6017548085040243,-0.2204088540526808,0.3802987544689597,8.322743458876737,-19.78092480343836,46.27215187542526
cow_factorFederal government employee,0.5119886692787604,0.1390194224492184,3.682857116355679,2.3579296031971388e-4,0.23937638559437785,0.784600952963143,66.86062035208036,27.045662817792614,119.15322417745524
cow_factorSelf-employed (incorporated),0.05077823468994687,0.121373926579759,0.41836196719382507,0.6757203945444562,-0.1872318413246849,0.28878831070457867,5.208955044512864,-17.074854065944766,33.48091338133668
cow_factorSelf-employed (unincorporated),-1.5586416671421968,0.6003131083230162,-2.596381197632492,0.009479362536255045,-2.7358349290793003,-0.3814484052050935,-78.9578300123623,-93.51601521770085,-31.712838222973303
cow_factorUnpaid family worker,-0.8031834386471404,0.21797624377838729,-3.6847292380344125,2.340765013042175e-4,-1.23062732064914,-0.37573955664514075,-55.20991726734075,-70.78907259876107,-31.321882265423294
hh_supergroupSingle householder with family,0.03175981628865132,0.06874144572154771,0.46201845124557633,0.6441104957088629,-0.10303978344902195,0.1665594160263246,3.2269541198323592,-9.79089155270454,18.12337179990655
hh_supergroupNonfamily / solo households,-0.00859921565082149,0.07311019706193946,-0.11761992165793476,0.9063787860395411,-0.1519657858072393,0.1347673545055963,-0.8562348148801968,-14.098232916548382,14.427054399626616
